ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Variable Output Compressor,Registration Number
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,SRK/DXK** ZMP/Z5,SRK/DXK** ZMP/Z5,,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0,Non Ducted,Single Split System,Wall Hung,Air,Air,Thailand,0.55,2,2,,0,,,,0.71,2.7,Calorimeter Room,3.6559,3.834,TRUE,69,,3,3,4.382022472,5.185064935,,,,3.59026082,3.781421652,,,2.6805,3.0628,2.5,3,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",90829,2020/6/30,,Approved,Reverse Cycle,,Class 3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,3.6559,Unavailable,,,TRUE,AAC1618
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APC040VA3B,APH040VA3B,,SPECIALIZED ENGINEERING,7.358,Ducted,Packaged,,Air,Air,Australia,11.71,31.252,38.61,,0,,,,11.1,40.1,Enthalpy Test Room,3.2966,3.8862,FALSE,,,39.5,39.5,0,0,,,,3.259462868,3.836959585,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90833,2020/6/23,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.2966,Available,,,FALSE,AAC1603
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APH040VA3B,APH040VA3B,,SPECIALIZED ENGINEERING,7.358,Ducted,Packaged,,Air,Air,Australia,11.71,31.252,38.61,,0,,,,11.1,40.1,Enthalpy Test Room,3.2966,3.8862,FALSE,,,39.5,39.5,0,0,,,,3.259462868,3.836959585,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90833,2020/6/23,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.2966,Available,,,FALSE,AAC1603
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APC045VA3B,APH045VA3B,,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,,Air,Air,Australia,13.84,35,43.65,,0,,,,11.74,43.53,Enthalpy Test Room,3.1542,3.707,FALSE,,,88,88,0,0,,,,3.087829197,3.615450553,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90835,2020/6/22,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.1542,Available,,,FALSE,AAC1594
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APH045VA3B,APH045VA3B,,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,,Air,Air,Australia,13.84,35,43.65,,0,,,,11.74,43.53,Enthalpy Test Room,3.1542,3.707,FALSE,,,88,88,0,0,,,,3.087829197,3.615450553,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90835,2020/6/22,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.1542,Available,,,FALSE,AAC1594
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MHC-76HWD1N1 / MOVG-76HD1N1-R,,,MDV,4,Ducted,Single Split System,,Air,Air,China,7,19.5,23.5,795,0,,,510,7.55,25.5,Enthalpy Test Room,3.3177,3.3661,TRUE,,,57.58,57.48,0,0,,,,3.231690421,3.285335008,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",90840,2020/6/29,,Approved,Reverse Cycle,1470,Class 11,FALSE,,FALSE,,,,,3.3177,Available,,,TRUE,AAC1617
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APC030VA3B,APH030VA3B,,SPECIALIZED ENGINEERING,4.776,Ducted,Packaged,,Air,Air,Australia,8.624,25.252,30.028,,0,,,,8.4,30.2,Enthalpy Test Room,3.4819,4.1094,FALSE,,,88,88,0,0,,,,3.365824351,3.951819157,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90877,2020/6/23,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.4819,Available,,,FALSE,AAC1602
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,APH030VA3B,APH030VA3B,,SPECIALIZED ENGINEERING,4.776,Ducted,Packaged,,Air,Air,Australia,8.624,25.252,30.028,,0,,,,8.4,30.2,Enthalpy Test Room,3.4819,4.1094,FALSE,,,88,88,0,0,,,,3.365824351,3.951819157,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",90877,2020/6/23,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,,,,,3.4819,Available,,,FALSE,AAC1602
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MHC-96HWD1N1 / MOVG-96HD1N1-R,,,MDV,5.5,Ducted,Single Split System,,Air,Air,China,8.2,21,26.5,795,0,,,510,8,26.5,Enthalpy Test Room,3.1798,3.3757,TRUE,,,57.58,57.48,0,0,,,,3.106135985,3.29395036,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",90879,2020/6/29,,Approved,Reverse Cycle,1470,Class 11,FALSE,,FALSE,,,,,3.1798,Available,,,TRUE,AAC1616
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z7RKR/CU-Z7RKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.41,2.03,2.05,,3.376728111,2.931,0.868,,0.55,2.7,Calorimeter Room,4.9681,4.9481,TRUE,0,,4,4,0,0,,,,4.808787246,4.826974589,,,5.1176,5.1539,5,5,Calorimeter Room,Single,R32,"Australia,New Zealand",90925,2020/7/10,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.9681,Available,,,TRUE,AAC1635
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z9RKR/CU-Z9RKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.5,2.48,2.5,,3.212682927,3.293,1.025,,0.62,3.2,Calorimeter Room,4.9598,5.197,TRUE,0,,4,4,0,0,,,,4.828745699,5.084174002,,,5.1575,5.6683,5,5.5,Calorimeter Room,Single,R32,"Australia,New Zealand",90939,2020/6/25,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.9598,Available,,,TRUE,AAC1612
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-Z12RKR/CU-Z12RKR,,,Panasonic,0.24,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.8,3.26,3.5,,3.393626992,3.621,1.067,,0.76,3.7,Calorimeter Room,4.3269,4.8769,TRUE,0,,4,4,0,0,,,,4.252896827,4.789241482,,,4.0058,5.0785,4,5,Calorimeter Room,Single,R32,"Australia,New Zealand",90944,2020/7/10,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.3269,Available,,,TRUE,AAC1634
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ9RKR/CU-RZ9RKR,,,Panasonic,0.02,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.5,2.48,2.5,,3.212682927,3.293,1.025,,0.62,3.2,Calorimeter Room,4.9598,5.197,TRUE,0,,4,4,0,0,,,,4.828745699,5.084174002,,,5.1575,5.6683,5,5.5,Calorimeter Room,Single,R32,"Australia,New Zealand",90958,2020/7/10,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.9598,Available,,,TRUE,AAC1633
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-RZ12RKR/CU-RZ12RKR,,,Panasonic,0.24,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,0.8,3.26,3.5,,3.393626992,3.621,1.067,,0.76,3.7,Calorimeter Room,4.3269,4.8769,TRUE,0,,4,4,0,0,,,,4.252896827,4.789241482,,,4.0058,5.0785,4,5,Calorimeter Room,Single,R32,"Australia,New Zealand",90966,2020/7/10,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.3269,Available,,,TRUE,AAC1632
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-U9RKR/CU-U9RKR,,,Panasonic,0.1,Non Ducted,Single Split System,Wall Hung,Air,,Malaysia,0.5,2.4,2.5,,0,,,,,,Calorimeter Room,4.9741,0,TRUE,100,,4,,0,0,,,,4.843653011,0,,,5.1873,0,5,0,Calorimeter Room,Single,R32,"Australia,New Zealand",90994,2020/6/26,,Approved,Cooling Only,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.9741,Available,,,TRUE,AAC1614
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,CS-U12RKR/CU-U12RKR,,,Panasonic,0.37,Non Ducted,Single Split System,Wall Hung,Air,,Malaysia,0.8,3.13,3.5,,0,,,,,,Calorimeter Room,4.4355,0,TRUE,100,,4,,0,0,,,,4.357999793,0,,,4.216,0,4,0,Calorimeter Room,Single,R32,"Australia,New Zealand",90996,2020/7/14,,Approved,Cooling Only,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.4355,Available,,,TRUE,AAC1643
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV25D1S/BCHV25D1S,,,Braemar,0.55,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.68,2.05,2.6,,2.727810651,2.766,1.014,,0.73,2.8,Calorimeter Room,4.0087,3.8752,TRUE,,,3.54,3.64,0,0,,,,3.940366275,3.810856341,,,3.3807,3.1217,3,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",91069,2020/7/31,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,4.0087,Available,,,TRUE,AAC1691
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV35D1S/BCHV35D1S,,,Braemar,0.96,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.95,2.54,3.5,,2.554526016,3.584,1.403,,1.03,3.85,Calorimeter Room,3.601,3.6441,TRUE,50.3,,3.54,3.64,5.233442233,4.687694146,,,,3.557797203,3.601799938,,,2.6156,2.7036,2.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91071,2020/7/31,,Approved,Reverse Cycle,,Class 3,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.601,Available,,,TRUE,AAC1690
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV50D1S/BCHV50D1S,,,Braemar,1.25,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.59,3.95,5.2,,0,,,,1.79,5.85,Calorimeter Room,3.1299,3.1657,TRUE,87.3,,5,5,3.607287449,4.320289855,,,,3.098083969,3.136485086,,,1.6962,1.773,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91072,2020/6/24,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.1299,Available,,,TRUE,AAC1604
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV60D1S/BCHV60D1S,,,Braemar,1.5,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.93,4.8,6.3,,0,,,,1.93,6.3,Calorimeter Room,3.2103,3.0979,TRUE,84.2,,5,5,3.482142857,3.623863636,,,,3.18226499,3.071934254,,,1.8645,1.6439,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91080,2020/7/7,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.2103,Available,,,TRUE,AAC1627
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV70D1S/BCHV70D1S,,,Braemar,1.6,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.14,5.4,7,,0,,,,2.3,7.5,Calorimeter Room,3.1988,3.1622,TRUE,51.61,,5,5,3.724742268,3.900507614,,,,3.17411754,3.139320742,,,1.8482,1.7786,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91099,2020/7/2,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.1988,Available,,,TRUE,AAC1622
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,BSHV80D1S/BCHV80D1S,,,Braemar,2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,6,8,,0,,,,2.55,8.4,Calorimeter Room,3.1148,3.2496,TRUE,51.36,,5,5,3.752511416,4.016230839,,,,3.094202046,3.228464708,,,1.6884,1.9569,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91115,2020/6/24,,Approved,Reverse Cycle,,Class 4,TRUE,TRUE,,TRUE,TRUE,TRUE,,3.1148,Available,,,TRUE,AAC1609
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YMGJZH048BAMAAG1,,,YORK,2.28,Ducted,Single Split System,,Air,Air,China,4.22,11.22,13.5,550,0,,,380,4.5,16,Calorimeter Room,3.2078,3.682,TRUE,,,10,11.8,0,0,,,,3.181839916,3.648713922,,,1.8637,2.7974,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91116,2020/7/10,,Approved,Reverse Cycle,1200,Class 7,FALSE,,FALSE,,,,,3.2078,Available,,,TRUE,AAC1631
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,HWP79RKS,,,TEMPERZONE,1.23,Ducted,Packaged,,Cooling Tower,Cooling Tower,"New Zealand,Australia",2.13,6.67,7.9,,0,0,0,,2.12,8.87,Enthalpy Test Room,3.7238,4.2358,FALSE,0,,2,2,0,0,,,,3.711860867,4.222385224,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",91129,2020/10/20,,Approved,Reverse Cycle,,Class 6,FALSE,,TRUE,,,,201000331,3.7238,Available,,,,AAC1843
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YMGJZH060BAMABG1,,,YORK,2.63,Ducted,Single Split System,,Air,Air,China,5.3,14.17,16.8,770,0,,,440,5.2,17.7,Calorimeter Room,3.2574,3.6506,TRUE,,,10,11.8,0,0,,,,3.236026294,3.620208713,,,1.9721,2.7404,1.5,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",91156,2020/6/25,,Approved,Reverse Cycle,1400,Class 7,FALSE,,FALSE,,,,,3.2574,Available,,,TRUE,AAC1610
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,YLQWYC035WAKAA-X,YLQWYx035WAKAA-X,,York,0.7,Ducted,Packaged,,Water loop,Water Loop,China,1.02,2.9,3.6,751,0,,,445,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,FALSE,,,1.5,1.5,0,0,,,,3.600141482,3.565305591,,,0,0,0,0,None,Single,R410A,"Australia,New Zealand",91165,2020/7/14,,Approved,Reverse Cycle,1250,Class 13,FALSE,,FALSE,,,,,3.6177,Available,,,FALSE,AAC1644
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,YLQWYH035WAKAA-X,YLQWYx035WAKAA-X,,York,0.7,Ducted,Packaged,,Water loop,Water Loop,China,1.02,2.9,3.6,751,0,,,445,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,FALSE,,,1.5,1.5,0,0,,,,3.600141482,3.565305591,,,0,0,0,0,None,Single,R410A,"Australia,New Zealand",91165,2020/7/14,,Approved,Reverse Cycle,1250,Class 13,FALSE,,FALSE,,,,,3.6177,Available,,,FALSE,AAC1644
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,YLQWYx035WAKAA-X,YLQWYx035WAKAA-X,,York,0.7,Ducted,Packaged,,Water loop,Water Loop,China,1.02,2.9,3.6,751,0,,,445,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,FALSE,,,1.5,1.5,0,0,,,,3.600141482,3.565305591,,,0,0,0,0,None,Single,R410A,"Australia,New Zealand",91165,2020/7/14,,Approved,Reverse Cycle,1250,Class 13,FALSE,,FALSE,,,,,3.6177,Available,,,FALSE,AAC1644
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,HWP79CEKS,,,TEMPERZONE,0.97,Ducted,Packaged,,Cooling Tower,,"Australia,New Zealand",2.13,6.94,7.91,,0,0,0,,0,0,Enthalpy Test Room,3.7286,0,FALSE,0,,2,0,0,0,,,,3.716607492,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",91201,2020/10/14,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.7286,Available,,,,AAC1836
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,HWP98RKS,,,TEMPERZONE,1.4,Ducted,Packaged,,Cooling Tower,Cooling Tower,"Australia,New Zealand",2.56,8.24,9.64,,0,0,0,,2.63,11.12,Enthalpy Test Room,3.6577,4.1741,FALSE,0,,2,2,0,0,,,,3.64820697,4.163649529,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",91203,2020/10/20,,Approved,Reverse Cycle,,Class 6,FALSE,,TRUE,,,,201000331,3.6577,Available,,,,AAC1842
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.3:2005,HWP98CEKS,,,TEMPERZONE,1.36,Ducted,Packaged,,Water loop,,"New Zealand,Australia",2.6,8.47,9.83,,0,0,0,,0,0,Enthalpy Test Room,3.6742,0,FALSE,0,,2,0,0,0,,,,3.664858166,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",91204,2020/10/20,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.6742,Available,,,,AAC1844
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.4:2012,AM140JXVAGH/AM056FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,12.4,40,40,,0,,,,11.62,45,Calorimeter Room,3.5401,3.7454,TRUE,80.01,,61.41,66.02,4.047713718,3.813559322,,,,3.473482156,3.673920586,,,0,0,0,0,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91257,2020/8/6,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,,,,,3.5401,Available,,,TRUE,AAC1703
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM100JXVAGH/AM056FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,7.9,28,28,,0,,,,7.7,31.5,Calorimeter Room,3.3146,3.7176,TRUE,81,,59.41,64.02,4.191176471,3.788968825,,,,3.234313213,3.620420097,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91258,2020/8/6,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.3146,Available,,,TRUE,AAC1702
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM200JXVAGH/AM071FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,16.35,56,56,,0,,,,15.66,63,Calorimeter Room,3.3177,3.6928,TRUE,80.53,,104.82,108.05,0,0,,,,3.246805818,3.611790035,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91259,2020/8/18,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.3177,Available,,,TRUE,AAC1725
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PCA340U,SCA340C / SCA340E,,ACTRON AIR,6.231,Ducted,Single Split System,,Air,Air,Australia,10.548,27.269,33.5,,0,0,0,,10.37,35.5,Enthalpy Test Room,3.1899,3.4098,FALSE,0,,65.2,65.2,0,0,,,,3.122862326,3.338880508,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",91263,2021/6/20,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1899,Available,,,,AAC2090
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SCA340C / SCA340E,SCA340C / SCA340E,,ACTRON AIR,6.231,Ducted,Single Split System,,Air,Air,Australia,10.548,27.269,33.5,,0,0,0,,10.37,35.5,Enthalpy Test Room,3.1899,3.4098,FALSE,0,,65.2,65.2,0,0,,,,3.122862326,3.338880508,,,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",91263,2021/6/20,,Approved,Reverse Cycle,,Class 11,FALSE,,TRUE,,,,2020-069,3.1899,Available,,,,AAC2090
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM160JXVAGH/AM056FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,13.49,45,45,,0,,,,13.11,50.4,Calorimeter Room,3.3277,3.7618,TRUE,80.9,,104.82,108.05,4.148550725,3.649635036,,,,3.238742593,3.658895776,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91268,2020/8/6,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.3277,Available,,,TRUE,AAC1701
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM220JXVAGH/AM071FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,19.33,61.6,61.6,,0,,,,18.68,69.3,Calorimeter Room,3.145,3.4212,TRUE,80.42,,104.82,108.05,0,0,,,,3.087435432,3.357759756,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91271,2020/8/11,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.145,Available,,,TRUE,AAC1709
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM120JXVAGH/AM056FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,9.42,33.6,33.6,,0,,,,9.29,37.8,Calorimeter Room,3.3293,3.7537,TRUE,81.1,,59.41,64.02,3.995327103,3.572778828,,,,3.261672576,3.671130013,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91273,2020/8/6,,Approved,Reverse Cycle,,Class 11,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.3293,Available,,,TRUE,AAC1700
Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,AM180JXVAGH/AM056FNLFEH,,,SAMSUNG ELECTRONICS,0,Ducted,Multiple split - VRF,,Air,Air,China,14.17,50.4,50.4,,0,,,,13.62,56.7,Calorimeter Room,3.4814,3.7971,TRUE,80.15,,104.82,108.05,4.064976228,3.906464924,,,,3.396245317,3.70201771,,,,,,,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",91275,2020/8/6,,Approved,Reverse Cycle,,Class 12,FALSE,,FALSE,FALSE,FALSE,FALSE,,3.4814,Available,,,TRUE,AAC1699
