,ApplStandard,N-Standard,Model_No,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration3_Sink,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,H2_COP,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,outdoortype,Phase,Refrigerant,Type,Demand Response 1,EER,Registration Number
1313,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQT140LB / RZQS140AY,DAIKIN,1.3,Ducted,Single Split System,Air,"Thailand,Australia",4.13,12.7,14.0,0.0,4.29,16.5,Enthalpy Test Room,3.428,3.8793,True,31.4,38.8,4.60221316249,0.0,3.33939581095,3.76398322828,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.428,AAC1600
1314,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DMORC35DR,MIDEA,0.5,Non Ducted,Single Split System,Air,China,0.88,3.1,3.6,0.0,0.93,3.8,Calorimeter Room,4.0795,4.0917,True,4.7,5.7,0.0,0.0,4.00720627401,4.00741607201,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.0795,AAC1573
1315,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DMORC50DR,MIDEA,1.23,Non Ducted,Single Split System,Air,China,1.58,4.17,5.4,0.0,1.58,5.4,Calorimeter Room,3.574,3.5749,True,7.6,8.6,0.0,0.0,3.51434836149,3.50761754016,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.574,AAC1597
1316,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DMORC70DR,MIDEA,1.8,Non Ducted,Single Split System,Air,China,2.04,5.5,7.3,0.0,1.9,7.5,Calorimeter Room,3.6619,4.0672,True,6.8,7.8,0.0,0.0,3.62048079041,4.00944564447,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.6619,AAC1596
1317,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DMORC80DR,MIDEA,2.11,Non Ducted,Single Split System,Air,China,2.37,6.04,8.15,0.0,2.7,9.3,Calorimeter Room,3.4323,3.5435,True,6.8,7.8,0.0,0.0,3.39883512149,3.5082035551,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.4323,AAC1586
1318,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AAHW2.5S,ADVANTAGE AIR,0.171,Non Ducted,Single Split System,Air,China,0.65,2.329,2.5,0.0,0.65,2.8,Calorimeter Room,3.9011,4.1106,True,3.5,3.5,0.0,0.0,3.83103380235,4.0372342833,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.9011,AAC1661
1319,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,ISD294KYX/OSA294RKTGV,TEMPERZONE,4.66,Ducted,Single Split System,Air,"New Zealand,Australia",8.83,22.88,27.54,0.0,8.15,28.24,Enthalpy Test Room,3.1189,3.465,True,13.26,12.71,0.0,0.0,3.1031619485,3.44686178004,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1189,AAC1771
1320,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,ISD324KYX/OSA324RKTGV,TEMPERZONE,5.11,Ducted,Single Split System,Air,"Australia,New Zealand",10.11,26.42,31.53,0.0,7.89,30.29,Enthalpy Test Room,3.1187,3.839,True,13.26,12.71,0.0,0.0,3.10492984867,3.81824700536,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1187,AAC1848
1321,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AUTG30KRLA / AOTG30KBTA,FUJITSU,1.61,Non Ducted,Single Split System,Air,"Thailand,China",2.39,6.89,8.5,0.0,2.62,10.0,Calorimeter Room,3.7769,3.8981,True,5.16,5.26,4.7825594564,5.67039106145,3.74853662153,3.87187625955,Calorimeter Room,Single,R32,Reverse Cycle,False,3.7769,AAC1587
1322,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,AUTG54KRLA / AOTG54KBTA,FUJITSU,3.48,Non Ducted,Single Split System,Air,"Thailand,China",4.04,9.52,13.0,0.0,4.23,16.0,Calorimeter Room,3.2625,3.8625,True,6.53,6.52,4.65601111883,5.23754789272,3.24460216975,3.84250423545,Calorimeter Room,Single,R32,Reverse Cycle,False,3.2625,AAC1606
1323,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP200YLM-A1,MITSUBISHI ELECTRIC,1.12,Non Ducted,Multiple split - VRF,Air,"United Kingdom,Japan",5.19,21.28,22.4,0.0,5.73,25.0,Enthalpy Test Room,4.316,4.3783,True,50.0,50.0,0.0,0.0,4.17988430677,4.25242388161,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,4.316,AAC1593
1324,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP250YLM-A1,MITSUBISHI ELECTRIC,1.4,Non Ducted,Multiple split - VRF,Air,"Japan,United Kingdom",6.89,26.6,28.0,0.0,7.68,31.5,Enthalpy Test Room,4.0926,4.1444,True,50.0,50.0,0.0,0.0,3.99491453595,4.05443574271,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,4.0926,AAC1592
1325,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP300YLM-A1,MITSUBISHI ELECTRIC,1.67,Non Ducted,Multiple split - VRF,Air,"United Kingdom,Japan",8.56,31.83,33.5,0.0,9.16,37.5,Enthalpy Test Room,3.9181,4.1444,True,54.0,54.0,0.0,0.0,3.83623513029,4.06267697881,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.9181,AAC1591
1326,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP350YLM-A1,MITSUBISHI ELECTRIC,2.0,Non Ducted,Multiple split - VRF,Air,"Japan,United Kingdom",11.69,38.0,40.0,0.0,12.53,45.0,Enthalpy Test Room,3.4602,3.7444,True,54.0,54.0,0.0,0.0,3.40642383407,3.6887289652,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4602,AAC1590
1327,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP400YLM-A1,MITSUBISHI ELECTRIC,1.77,Non Ducted,Multiple split - VRF,Air,"United Kingdom,Japan",12.26,43.23,45.0,0.0,13.15,50.0,Enthalpy Test Room,3.6842,3.8242,True,54.0,54.0,0.0,0.0,3.63055474877,3.77153059901,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6842,AAC1589
1328,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,PUHY-EP450YLM-A1,MITSUBISHI ELECTRIC,2.5,Non Ducted,Multiple split - VRF,Air,"Japan,United Kingdom",14.79,47.5,50.0,0.0,16.09,56.0,Enthalpy Test Room,3.4602,3.6163,True,54.0,54.0,0.0,0.0,3.41704641442,3.5743959671,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4602,AAC1588
1329,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,DXK05Z5-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.0,Non Ducted,Single Split System,Air,Thailand,0.42,1.69,1.69,0.0,0.47,2.0,Calorimeter Room,3.8851,4.4066,True,4.6,4.7,0.0,0.0,3.75098768611,4.26736874759,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8851,AAC1619
1330,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK17ZMP-S,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.0,Non Ducted,Single Split System,Air,Thailand,0.42,1.69,1.69,0.0,0.47,2.0,Calorimeter Room,3.8851,4.4066,True,4.6,4.7,0.0,0.0,3.75098768611,4.26736874759,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8851,AAC1619
1331,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK/DXK** ZMP/Z5,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.0,Non Ducted,Single Split System,Air,Thailand,0.42,1.69,1.69,0.0,0.47,2.0,Calorimeter Room,3.8851,4.4066,True,4.6,4.7,0.0,0.0,3.75098768611,4.26736874759,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8851,AAC1619
1332,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC035VA3B,SPECIALIZED ENGINEERING,6.006,Ducted,Packaged,Air,Australia,9.92,27.06,33.066,0.0,8.9,33.64,Enthalpy Test Room,3.3333,3.8819,False,90.0,90.0,0.0,0.0,3.23409166487,3.75254705199,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3333,AAC1595
1333,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH035VA3B,SPECIALIZED ENGINEERING,6.006,Ducted,Packaged,Air,Australia,9.92,27.06,33.066,0.0,8.9,33.64,Enthalpy Test Room,3.3333,3.8819,False,90.0,90.0,0.0,0.0,3.23409166487,3.75254705199,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3333,AAC1595
1334,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,SRK/DXK** ZMP/Z5,"MITSUBISHI HEAVY INDUSTRIES, LTD.",0.0,Non Ducted,Single Split System,Air,Thailand,0.55,2.0,2.0,0.0,0.71,2.7,Calorimeter Room,3.6559,3.834,True,3.0,3.0,4.38202247191,5.18506493506,3.59026082033,3.78142165219,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.6559,AAC1618
1335,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC040VA3B,SPECIALIZED ENGINEERING,7.358,Ducted,Packaged,Air,Australia,11.71,31.252,38.61,0.0,11.1,40.1,Enthalpy Test Room,3.2966,3.8862,False,39.5,39.5,0.0,0.0,3.25946286821,3.83695958533,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2966,AAC1603
1336,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH040VA3B,SPECIALIZED ENGINEERING,7.358,Ducted,Packaged,Air,Australia,11.71,31.252,38.61,0.0,11.1,40.1,Enthalpy Test Room,3.2966,3.8862,False,39.5,39.5,0.0,0.0,3.25946286821,3.83695958533,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.2966,AAC1603
1337,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC045VA3B,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,Air,Australia,13.84,35.0,43.65,0.0,11.74,43.53,Enthalpy Test Room,3.1542,3.707,False,88.0,88.0,0.0,0.0,3.0878291968,3.61545055252,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1542,AAC1594
1338,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH045VA3B,SPECIALIZED ENGINEERING,8.65,Ducted,Packaged,Air,Australia,13.84,35.0,43.65,0.0,11.74,43.53,Enthalpy Test Room,3.1542,3.707,False,88.0,88.0,0.0,0.0,3.0878291968,3.61545055252,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1542,AAC1594
1339,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,MHC-76HWD1N1 / MOVG-76HD1N1-R,MDV,4.0,Ducted,Single Split System,Air,China,7.0,19.5,23.5,0.0,7.55,25.5,Enthalpy Test Room,3.3177,3.3661,True,57.58,57.48,0.0,0.0,3.23169042067,3.28533500758,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.3177,AAC1617
1340,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APC030VA3B,SPECIALIZED ENGINEERING,4.776,Ducted,Packaged,Air,Australia,8.624,25.252,30.028,0.0,8.4,30.2,Enthalpy Test Room,3.4819,4.1094,False,88.0,88.0,0.0,0.0,3.36582435123,3.95181915684,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4819,AAC1602
1341,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,APH030VA3B,SPECIALIZED ENGINEERING,4.776,Ducted,Packaged,Air,Australia,8.624,25.252,30.028,0.0,8.4,30.2,Enthalpy Test Room,3.4819,4.1094,False,88.0,88.0,0.0,0.0,3.36582435123,3.95181915684,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4819,AAC1602
1342,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,MHC-96HWD1N1 / MOVG-96HD1N1-R,MDV,5.5,Ducted,Single Split System,Air,China,8.2,21.0,26.5,0.0,8.0,26.5,Enthalpy Test Room,3.1798,3.3757,True,57.58,57.48,0.0,0.0,3.10613598492,3.29395036006,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1798,AAC1616
1343,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z7RKR/CU-Z7RKR,Panasonic,0.02,Non Ducted,Single Split System,Air,Malaysia,0.41,2.03,2.05,3.3767281106,0.55,2.7,Calorimeter Room,4.9681,4.9481,True,4.0,4.0,0.0,0.0,4.80878724616,4.82697458916,Calorimeter Room,Single,R32,Reverse Cycle,True,4.9681,AAC1635
1344,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z9RKR/CU-Z9RKR,Panasonic,0.02,Non Ducted,Single Split System,Air,Malaysia,0.5,2.48,2.5,3.21268292683,0.62,3.2,Calorimeter Room,4.9598,5.197,True,4.0,4.0,0.0,0.0,4.82874569909,5.08417400244,Calorimeter Room,Single,R32,Reverse Cycle,True,4.9598,AAC1612
1345,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z12RKR/CU-Z12RKR,Panasonic,0.24,Non Ducted,Single Split System,Air,Malaysia,0.8,3.26,3.5,3.39362699157,0.76,3.7,Calorimeter Room,4.3269,4.8769,True,4.0,4.0,0.0,0.0,4.2528968274,4.78924148195,Calorimeter Room,Single,R32,Reverse Cycle,True,4.3269,AAC1634
1346,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-RZ9RKR/CU-RZ9RKR,Panasonic,0.02,Non Ducted,Single Split System,Air,Malaysia,0.5,2.48,2.5,3.21268292683,0.62,3.2,Calorimeter Room,4.9598,5.197,True,4.0,4.0,0.0,0.0,4.82874569909,5.08417400244,Calorimeter Room,Single,R32,Reverse Cycle,True,4.9598,AAC1633
1347,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-RZ12RKR/CU-RZ12RKR,Panasonic,0.24,Non Ducted,Single Split System,Air,Malaysia,0.8,3.26,3.5,3.39362699157,0.76,3.7,Calorimeter Room,4.3269,4.8769,True,4.0,4.0,0.0,0.0,4.2528968274,4.78924148195,Calorimeter Room,Single,R32,Reverse Cycle,True,4.3269,AAC1632
1348,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-U9RKR/CU-U9RKR,Panasonic,0.1,Non Ducted,Single Split System,Air,Malaysia,0.5,2.4,2.5,0.0,,,Calorimeter Room,4.9741,0.0,True,4.0,,0.0,0.0,4.84365301055,0.0,Calorimeter Room,Single,R32,Cooling Only,True,4.9741,AAC1614
1349,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-U12RKR/CU-U12RKR,Panasonic,0.37,Non Ducted,Single Split System,Air,Malaysia,0.8,3.13,3.5,0.0,,,Calorimeter Room,4.4355,0.0,True,4.0,,0.0,0.0,4.35799979315,0.0,Calorimeter Room,Single,R32,Cooling Only,True,4.4355,AAC1643
1350,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV25D1S/BCHV25D1S,Braemar,0.55,Non Ducted,Single Split System,Air,China,0.68,2.05,2.6,2.72781065089,0.73,2.8,Calorimeter Room,4.0087,3.8752,True,3.54,3.64,0.0,0.0,3.94036627457,3.81085634056,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.0087,AAC1691
1351,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV35D1S/BCHV35D1S,Braemar,0.96,Non Ducted,Single Split System,Air,China,0.95,2.54,3.5,2.55452601568,1.03,3.85,Calorimeter Room,3.601,3.6441,True,3.54,3.64,5.23344223344,4.68769414576,3.55779720295,3.60179993798,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.601,AAC1690
1352,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV50D1S/BCHV50D1S,Braemar,1.25,Non Ducted,Single Split System,Air,China,1.59,3.95,5.2,0.0,1.79,5.85,Calorimeter Room,3.1299,3.1657,True,5.0,5.0,3.60728744939,4.32028985507,3.09808396901,3.13648508643,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.1299,AAC1604
1353,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV60D1S/BCHV60D1S,Braemar,1.5,Non Ducted,Single Split System,Air,China,1.93,4.8,6.3,0.0,1.93,6.3,Calorimeter Room,3.2103,3.0979,True,5.0,5.0,3.48214285714,3.62386363636,3.18226499043,3.07193425417,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.2103,AAC1627
1354,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV70D1S/BCHV70D1S,Braemar,1.6,Non Ducted,Single Split System,Air,China,2.14,5.4,7.0,0.0,2.3,7.5,Calorimeter Room,3.1988,3.1622,True,5.0,5.0,3.72474226804,3.90050761421,3.17411753961,3.13932074179,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.1988,AAC1622
1355,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,BSHV80D1S/BCHV80D1S,Braemar,2.0,Non Ducted,Single Split System,Air,China,2.46,6.0,8.0,0.0,2.55,8.4,Calorimeter Room,3.1148,3.2496,True,5.0,5.0,3.75251141553,4.01623083859,3.09420204634,3.22846470792,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.1148,AAC1609
1356,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,YMGJZH048BAMAAG1,YORK,2.28,Ducted,Single Split System,Air,China,4.22,11.22,13.5,0.0,4.5,16.0,Calorimeter Room,3.2078,3.682,True,10.0,11.8,0.0,0.0,3.18183991585,3.6487139218,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2078,AAC1631
1357,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP79RKS,TEMPERZONE,1.23,Ducted,Packaged,Cooling Tower,"New Zealand,Australia",2.13,6.67,7.9,0.0,2.12,8.87,Enthalpy Test Room,3.7238,4.2358,False,2.0,2.0,0.0,0.0,3.71186086692,4.22238522447,Water Loop Equipment,Single,R410A,Reverse Cycle,False,3.7238,AAC1843
1358,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,YMGJZH060BAMABG1,YORK,2.63,Ducted,Single Split System,Air,China,5.3,14.17,16.8,0.0,5.2,17.7,Calorimeter Room,3.2574,3.6506,True,10.0,11.8,0.0,0.0,3.23602629429,3.62020871305,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2574,AAC1610
1359,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,YLQWYC035WAKAA-X,York,0.7,Ducted,Packaged,Water loop,China,1.02,2.9,3.6,0.0,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,False,1.5,1.5,0.0,0.0,3.60014148193,3.56530559121,None,Single,R410A,Reverse Cycle,False,3.6177,AAC1644
1360,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,YLQWYH035WAKAA-X,York,0.7,Ducted,Packaged,Water loop,China,1.02,2.9,3.6,0.0,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,False,1.5,1.5,0.0,0.0,3.60014148193,3.56530559121,None,Single,R410A,Reverse Cycle,False,3.6177,AAC1644
1361,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,YLQWYx035WAKAA-X,York,0.7,Ducted,Packaged,Water loop,China,1.02,2.9,3.6,0.0,1.07,3.82,Enthalpy Test Room,3.6177,3.5816,False,1.5,1.5,0.0,0.0,3.60014148193,3.56530559121,None,Single,R410A,Reverse Cycle,False,3.6177,AAC1644
1362,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP79CEKS,TEMPERZONE,0.97,Ducted,Packaged,Cooling Tower,"Australia,New Zealand",2.13,6.94,7.91,0.0,0.0,0.0,Enthalpy Test Room,3.7286,0.0,False,2.0,0.0,0.0,0.0,3.71660749207,0.0,Water Loop Equipment,Single,R410A,Cooling Only,False,3.7286,AAC1836
1363,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP98RKS,TEMPERZONE,1.4,Ducted,Packaged,Cooling Tower,"Australia,New Zealand",2.56,8.24,9.64,0.0,2.63,11.12,Enthalpy Test Room,3.6577,4.1741,False,2.0,2.0,0.0,0.0,3.64820696957,4.16364952933,Water Loop Equipment,Single,R410A,Reverse Cycle,False,3.6577,AAC1842
1364,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.3:2005,HWP98CEKS,TEMPERZONE,1.36,Ducted,Packaged,Water loop,"New Zealand,Australia",2.6,8.47,9.83,0.0,0.0,0.0,Enthalpy Test Room,3.6742,0.0,False,2.0,0.0,0.0,0.0,3.66485816621,0.0,Water Loop Equipment,Single,R410A,Cooling Only,False,3.6742,AAC1844
1365,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM140JXVAGH/AM056FNLFEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,China,12.4,40.0,40.0,0.0,11.62,45.0,Calorimeter Room,3.5401,3.7454,True,61.41,66.02,4.04771371769,3.81355932203,3.47348215648,3.67392058596,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.5401,AAC1703
1366,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM100JXVAGH/AM056FNLFEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,China,7.9,28.0,28.0,0.0,7.7,31.5,Calorimeter Room,3.3146,3.7176,True,59.41,64.02,4.19117647059,3.78896882494,3.23431321322,3.62042009729,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3146,AAC1702
1367,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM200JXVAGH/AM071FNLFEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,China,16.35,56.0,56.0,0.0,15.66,63.0,Calorimeter Room,3.3177,3.6928,True,104.82,108.05,0.0,0.0,3.24680581753,3.6117900352,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3177,AAC1725
1368,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,PCA340U,ACTRON AIR,6.231,Ducted,Single Split System,Air,Australia,10.548,27.269,33.5,0.0,10.37,35.5,Enthalpy Test Room,3.1899,3.4098,False,65.2,65.2,0.0,0.0,3.12286232638,3.33888050811,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1899,AAC2090
1369,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,SCA340C / SCA340E,ACTRON AIR,6.231,Ducted,Single Split System,Air,Australia,10.548,27.269,33.5,0.0,10.37,35.5,Enthalpy Test Room,3.1899,3.4098,False,65.2,65.2,0.0,0.0,3.12286232638,3.33888050811,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.1899,AAC2090
1370,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,AM160JXVAGH/AM056FNLFEH,SAMSUNG ELECTRONICS,0.0,Ducted,Multiple split - VRF,Air,China,13.49,45.0,45.0,0.0,13.11,50.4,Calorimeter Room,3.3277,3.7618,True,104.82,108.05,4.14855072464,3.6496350365,3.23874259282,3.65889577554,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.3277,AAC1701
